AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Rhode Island,All,2019-20,17,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,South Carolina,All,2019-20,40,4.2,1,40,975,> 100%
State,South Carolina,All,2019-20,41,4.7,0,43,924,> 100%
State,South Carolina,All,2019-20,42,5.3,0,48,911,> 100%
State,South Carolina,All,2019-20,43,5.7,0,56,985,> 100%
State,South Carolina,All,2019-20,44,4.9,0,47,966,> 100%
State,South Carolina,All,2019-20,45,5.4,1,50,946,> 100%
State,South Carolina,All,2019-20,46,6.8,1,64,954,> 100%
State,South Carolina,All,2019-20,47,6.4,2,61,992,> 100%
State,South Carolina,All,2019-20,48,5.8,2,57,"1,026",> 100%
State,South Carolina,All,2019-20,49,5.8,4,58,"1,072",> 100%
State,South Carolina,All,2019-20,50,5.8,1,61,"1,074",> 100%
State,South Carolina,All,2019-20,51,6.2,0,66,"1,073",> 100%
State,South Carolina,All,2019-20,52,6.1,6,57,"1,032",> 100%
State,South Carolina,All,2019-20,1,9.1,14,86,"1,102",> 100%
State,South Carolina,All,2019-20,2,7.2,10,69,"1,104",> 100%
State,South Carolina,All,2019-20,3,7.6,10,72,"1,085",> 100%
State,South Carolina,All,2019-20,4,6.1,10,55,"1,060",> 100%
State,South Carolina,All,2019-20,5,7,10,61,"1,016",> 100%
State,South Carolina,All,2019-20,6,7.1,16,62,"1,102",> 100%
State,South Carolina,All,2019-20,7,8.3,15,69,"1,006",> 100%
State,South Carolina,All,2019-20,8,5.5,9,49,"1,052",> 100%
State,South Carolina,All,2019-20,9,6.5,8,60,"1,053",> 100%
State,South Carolina,All,2019-20,10,6.8,8,70,"1,140",> 100%
State,South Carolina,All,2019-20,11,5.8,8,55,"1,079",> 100%
State,South Carolina,All,2019-20,12,6.3,9,57,"1,042",> 100%
State,South Carolina,All,2019-20,13,8.3,4,80,"1,015",> 100%
State,South Carolina,All,2019-20,14,8.2,1,83,"1,022",> 100%
State,South Carolina,All,2019-20,15,7.4,2,77,"1,067",> 100%
State,South Carolina,All,2019-20,16,7.4,1,66,900,> 100%
State,South Carolina,All,2019-20,17,7.4,0,25,336,37.4%
State,South Dakota,All,2019-20,40,8.2,0,13,159,> 100%
State,South Dakota,All,2019-20,41,8.2,0,12,146,99.9%
State,South Dakota,All,2019-20,42,9.1,0,15,165,> 100%
State,South Dakota,All,2019-20,43,10.4,0,16,154,> 100%
State,South Dakota,All,2019-20,44,6.3,0,10,160,> 100%
State,South Dakota,All,2019-20,45,6.5,0,11,168,> 100%
State,South Dakota,All,2019-20,46,5.5,0,10,182,> 100%
State,South Dakota,All,2019-20,47,3.4,0,6,174,> 100%
State,South Dakota,All,2019-20,48,7.4,0,10,136,93%
State,South Dakota,All,2019-20,49,9.8,0,17,173,> 100%
State,South Dakota,All,2019-20,50,6.2,0,9,145,99.2%
State,South Dakota,All,2019-20,51,10.1,0,15,149,> 100%
State,South Dakota,All,2019-20,52,6.5,1,10,170,> 100%
State,South Dakota,All,2019-20,1,10.3,1,17,175,> 100%
State,South Dakota,All,2019-20,2,9.6,1,14,157,> 100%
State,South Dakota,All,2019-20,3,9.6,1,15,166,> 100%
State,South Dakota,All,2019-20,4,8.4,2,11,154,> 100%
State,South Dakota,All,2019-20,5,6,0,10,167,> 100%
State,South Dakota,All,2019-20,6,13.5,3,17,148,> 100%
State,South Dakota,All,2019-20,7,6.8,3,9,176,> 100%
State,South Dakota,All,2019-20,8,5.8,2,8,172,> 100%
State,South Dakota,All,2019-20,9,5.8,2,7,154,> 100%
State,South Dakota,All,2019-20,10,10.5,3,17,190,> 100%
State,South Dakota,All,2019-20,11,7.7,3,10,168,> 100%
State,South Dakota,All,2019-20,12,7.1,0,11,156,> 100%
State,South Dakota,All,2019-20,13,9.7,0,14,145,99.2%
State,South Dakota,All,2019-20,14,13,1,19,154,> 100%
State,South Dakota,All,2019-20,15,9.6,0,13,135,92.3%
State,South Dakota,All,2019-20,16,3.8,1,3,104,71.1%
State,South Dakota,All,2019-20,17,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Tennessee,All,2019-20,40,5.6,1,72,"1,305",> 100%
State,Tennessee,All,2019-20,41,3.7,0,48,"1,291",> 100%
State,Tennessee,All,2019-20,42,6,0,83,"1,378",> 100%
State,Tennessee,All,2019-20,43,5.4,2,76,"1,444",> 100%
State,Tennessee,All,2019-20,44,4.6,0,60,"1,304",> 100%
State,Tennessee,All,2019-20,45,5.4,1,76,"1,424",> 100%
State,Tennessee,All,2019-20,46,5.4,0,75,"1,385",> 100%
State,Tennessee,All,2019-20,47,6.3,1,89,"1,421",> 100%
State,Tennessee,All,2019-20,48,5.9,5,77,"1,393",> 100%
State,Tennessee,All,2019-20,49,7.4,7,103,"1,487",> 100%
State,Tennessee,All,2019-20,50,8.7,7,121,"1,478",> 100%
State,Tennessee,All,2019-20,51,7.1,9,94,"1,444",> 100%
State,Tennessee,All,2019-20,52,8.6,12,119,"1,527",> 100%
State,Tennessee,All,2019-20,1,9.1,23,118,"1,553",> 100%
State,Tennessee,All,2019-20,2,10.7,27,144,"1,596",> 100%
State,Tennessee,All,2019-20,3,10,16,133,"1,489",> 100%
State,Tennessee,All,2019-20,4,8.6,17,107,"1,436",> 100%
State,Tennessee,All,2019-20,5,8.6,11,116,"1,485",> 100%
State,Tennessee,All,2019-20,6,8,13,107,"1,507",> 100%
State,Tennessee,All,2019-20,7,8.5,14,102,"1,368",> 100%
State,Tennessee,All,2019-20,8,7.2,11,91,"1,423",> 100%
State,Tennessee,All,2019-20,9,7.9,14,97,"1,400",> 100%
State,Tennessee,All,2019-20,10,8.3,13,113,"1,527",> 100%
State,Tennessee,All,2019-20,11,7.5,12,99,"1,483",> 100%
State,Tennessee,All,2019-20,12,7.7,8,101,"1,413",> 100%
State,Tennessee,All,2019-20,13,8.2,9,107,"1,415",> 100%
State,Tennessee,All,2019-20,14,9.1,9,120,"1,420",> 100%
State,Tennessee,All,2019-20,15,9.5,2,124,"1,325",> 100%
State,Tennessee,All,2019-20,16,6.3,0,73,"1,162",91.3%
State,Tennessee,All,2019-20,17,5.6,0,30,539,42.3%
State,Texas,All,2019-20,40,5.2,2,196,"3,800",> 100%
State,Texas,All,2019-20,41,6,2,226,"3,829",> 100%
State,Texas,All,2019-20,42,6.4,2,248,"3,894",> 100%
State,Texas,All,2019-20,43,5.7,4,218,"3,864",> 100%
State,Texas,All,2019-20,44,5.7,3,225,"3,984",> 100%
State,Texas,All,2019-20,45,5.6,5,219,"4,016",> 100%
State,Texas,All,2019-20,46,5.8,10,221,"3,996",> 100%
State,Texas,All,2019-20,47,6.1,8,248,"4,174",> 100%
State,Texas,All,2019-20,48,5.8,7,227,"4,060",> 100%
State,Texas,All,2019-20,49,6.3,17,236,"4,035",> 100%
State,Texas,All,2019-20,50,6.8,17,271,"4,232",> 100%
State,Texas,All,2019-20,51,7.2,18,284,"4,186",> 100%
State,Texas,All,2019-20,52,7.5,20,297,"4,250",> 100%
State,Texas,All,2019-20,1,8.1,42,302,"4,228",> 100%
State,Texas,All,2019-20,2,9.1,52,356,"4,466",> 100%
State,Texas,All,2019-20,3,7.9,41,289,"4,191",> 100%
State,Texas,All,2019-20,4,8.1,30,296,"4,049",> 100%
State,Texas,All,2019-20,5,7.2,30,264,"4,091",> 100%
State,Texas,All,2019-20,6,7.3,36,271,"4,214",> 100%
State,Texas,All,2019-20,7,7.8,43,289,"4,263",> 100%
State,Texas,All,2019-20,8,7.3,33,267,"4,094",> 100%
State,Texas,All,2019-20,9,8.2,38,290,"4,019",> 100%
State,Texas,All,2019-20,10,7.4,40,261,"4,071",> 100%
State,Texas,All,2019-20,11,8,32,289,"4,011",> 100%
State,Texas,All,2019-20,12,8.3,22,315,"4,062",> 100%
State,Texas,All,2019-20,13,8.3,14,320,"4,027",> 100%
State,Texas,All,2019-20,14,8.5,6,322,"3,857",> 100%
State,Texas,All,2019-20,15,9.2,3,324,"3,565",98.8%
State,Texas,All,2019-20,16,8.1,2,210,"2,619",72.6%
State,Texas,All,2019-20,17,5.5,2,52,976,27%
State,Utah,All,2019-20,40,5.9,0,19,322,97.8%
State,Utah,All,2019-20,41,4.6,0,16,349,> 100%
State,Utah,All,2019-20,42,2.5,0,9,354,> 100%
State,Utah,All,2019-20,43,6,0,21,349,> 100%
State,Utah,All,2019-20,44,5.4,0,19,354,> 100%
State,Utah,All,2019-20,45,4.2,0,15,353,> 100%
State,Utah,All,2019-20,46,5.4,0,19,350,> 100%
State,Utah,All,2019-20,47,4.3,0,17,400,> 100%
State,Utah,All,2019-20,48,6.1,0,23,375,> 100%
State,Utah,All,2019-20,49,5.9,0,22,372,> 100%
State,Utah,All,2019-20,50,6.9,1,26,389,> 100%
State,Utah,All,2019-20,51,4.3,0,16,374,> 100%
State,Utah,All,2019-20,52,7.4,5,24,394,> 100%
State,Utah,All,2019-20,1,6.4,1,23,374,> 100%
State,Utah,All,2019-20,2,5.6,0,24,427,> 100%
State,Utah,All,2019-20,3,5.2,2,19,401,> 100%
State,Utah,All,2019-20,4,9.4,10,25,372,> 100%
State,Utah,All,2019-20,5,5.7,2,18,349,> 100%
State,Utah,All,2019-20,6,6.7,3,16,282,85.7%
State,Utah,All,2019-20,7,4.2,5,12,404,> 100%
State,Utah,All,2019-20,8,5,5,13,358,> 100%
State,Utah,All,2019-20,9,8.1,3,28,382,> 100%
State,Utah,All,2019-20,10,8.7,3,31,389,> 100%
State,Utah,All,2019-20,11,6.6,5,21,392,> 100%
State,Utah,All,2019-20,12,7.7,6,25,403,> 100%
State,Utah,All,2019-20,13,8.7,3,30,379,> 100%
State,Utah,All,2019-20,14,7.2,0,28,390,> 100%
State,Utah,All,2019-20,15,4.7,1,16,362,> 100%
State,Utah,All,2019-20,16,3.9,0,13,332,> 100%
State,Utah,All,2019-20,17,4.4,0,6,135,41%
State,Vermont,All,2019-20,40,6.5,0,7,108,98.9%
State,Vermont,All,2019-20,41,2.8,0,3,108,98.9%
State,Vermont,All,2019-20,42,7.5,0,9,120,> 100%
State,Vermont,All,2019-20,43,4.4,0,5,114,> 100%
State,Vermont,All,2019-20,44,3.6,0,4,112,> 100%
State,Vermont,All,2019-20,45,10.8,0,14,130,> 100%
State,Vermont,All,2019-20,46,5.6,0,6,108,98.9%
State,Vermont,All,2019-20,47,5.1,0,6,117,> 100%
State,Vermont,All,2019-20,48,1.7,0,2,116,> 100%
State,Vermont,All,2019-20,49,1,0,1,104,95.2%
State,Vermont,All,2019-20,50,6.1,0,7,114,> 100%
State,Vermont,All,2019-20,51,7.9,1,9,126,> 100%
State,Vermont,All,2019-20,52,8.3,1,8,109,99.8%
State,Vermont,All,2019-20,1,5,0,5,101,92.4%
State,Vermont,All,2019-20,2,7.8,0,9,116,> 100%
State,Vermont,All,2019-20,3,8,2,9,138,> 100%
State,Vermont,All,2019-20,4,9.4,1,10,117,> 100%
State,Vermont,All,2019-20,5,8.4,3,6,107,97.9%
State,Vermont,All,2019-20,6,4.3,2,3,115,> 100%
State,Vermont,All,2019-20,7,6.8,1,8,132,> 100%
State,Vermont,All,2019-20,8,6.6,1,7,121,> 100%
State,Vermont,All,2019-20,9,10.1,1,13,138,> 100%
State,Vermont,All,2019-20,10,5.9,3,4,119,> 100%
State,Vermont,All,2019-20,11,9.9,3,11,141,> 100%
State,Vermont,All,2019-20,12,12.2,3,14,139,> 100%
State,Vermont,All,2019-20,13,14,0,16,114,> 100%
State,Vermont,All,2019-20,14,11,0,14,127,> 100%
State,Vermont,All,2019-20,15,8.9,0,11,123,> 100%
State,Vermont,All,2019-20,16,7.6,0,10,131,> 100%
State,Vermont,All,2019-20,17,6.3,0,6,95,87%
State,Virginia,All,2019-20,40,4.5,0,58,"1,290",> 100%
State,Virginia,All,2019-20,41,4,1,50,"1,261",> 100%
State,Virginia,All,2019-20,42,5,2,63,"1,307",> 100%
State,Virginia,All,2019-20,43,4.9,1,64,"1,317",> 100%
State,Virginia,All,2019-20,44,4.2,1,56,"1,346",> 100%
State,Virginia,All,2019-20,45,4.1,2,51,"1,294",> 100%
State,Virginia,All,2019-20,46,4.7,0,64,"1,348",> 100%
State,Virginia,All,2019-20,47,3.9,1,52,"1,344",> 100%
State,Virginia,All,2019-20,48,3.8,0,55,"1,439",> 100%
State,Virginia,All,2019-20,49,5.7,3,74,"1,350",> 100%
State,Virginia,All,2019-20,50,5,0,70,"1,414",> 100%
State,Virginia,All,2019-20,51,4.8,2,67,"1,429",> 100%
State,Virginia,All,2019-20,52,5.3,3,72,"1,425",> 100%
State,Virginia,All,2019-20,1,6,8,79,"1,442",> 100%
State,Virginia,All,2019-20,2,6,6,86,"1,537",> 100%
State,Virginia,All,2019-20,3,5.6,5,76,"1,446",> 100%
State,Virginia,All,2019-20,4,6.1,15,64,"1,301",> 100%
State,Virginia,All,2019-20,5,6.1,9,77,"1,420",> 100%
State,Virginia,All,2019-20,6,5.1,11,67,"1,542",> 100%
State,Virginia,All,2019-20,7,4.9,10,58,"1,398",> 100%
State,Virginia,All,2019-20,8,5.4,7,71,"1,447",> 100%
State,Virginia,All,2019-20,9,6.1,17,69,"1,400",> 100%
State,Virginia,All,2019-20,10,5.3,8,70,"1,479",> 100%
State,Virginia,All,2019-20,11,6,18,67,"1,426",> 100%
State,Virginia,All,2019-20,12,5.4,5,71,"1,413",> 100%
State,Virginia,All,2019-20,13,7.7,10,103,"1,472",> 100%
State,Virginia,All,2019-20,14,7.7,4,102,"1,385",> 100%
State,Virginia,All,2019-20,15,8.5,2,121,"1,455",> 100%
State,Virginia,All,2019-20,16,8.1,2,101,"1,269",> 100%
State,Virginia,All,2019-20,17,6.7,0,41,608,48.6%
State,Washington,All,2019-20,40,4.5,1,47,"1,061",> 100%
State,Washington,All,2019-20,41,5.6,0,62,"1,113",> 100%
State,Washington,All,2019-20,42,5.4,0,59,"1,091",> 100%
State,Washington,All,2019-20,43,5,1,57,"1,164",> 100%
State,Washington,All,2019-20,44,6.1,0,69,"1,140",> 100%
State,Washington,All,2019-20,45,5.7,1,63,"1,132",> 100%
State,Washington,All,2019-20,46,5.3,2,57,"1,116",> 100%
State,Washington,All,2019-20,47,5,2,52,"1,074",> 100%
State,Washington,All,2019-20,48,5.4,3,56,"1,095",> 100%
State,Washington,All,2019-20,49,4.8,2,54,"1,169",> 100%
State,Washington,All,2019-20,50,6.9,3,76,"1,144",> 100%
State,Washington,All,2019-20,51,5.6,8,58,"1,181",> 100%
State,Washington,All,2019-20,52,5.6,7,54,"1,092",> 100%
State,Washington,All,2019-20,1,7.7,11,79,"1,164",> 100%
State,Washington,All,2019-20,2,7.2,12,78,"1,245",> 100%
State,Washington,All,2019-20,3,6.6,14,66,"1,215",> 100%
State,Washington,All,2019-20,4,6.9,6,76,"1,185",> 100%
State,Washington,All,2019-20,5,6.6,8,71,"1,194",> 100%
State,Washington,All,2019-20,6,6.4,6,70,"1,181",> 100%
State,Washington,All,2019-20,7,8.2,11,86,"1,178",> 100%
State,Washington,All,2019-20,8,6.4,6,65,"1,108",> 100%
State,Washington,All,2019-20,9,7.5,11,74,"1,133",> 100%
State,Washington,All,2019-20,10,9.5,16,97,"1,192",> 100%
State,Washington,All,2019-20,11,8.4,10,87,"1,160",> 100%
State,Washington,All,2019-20,12,11.5,16,122,"1,205",> 100%
State,Washington,All,2019-20,13,13.5,9,162,"1,266",> 100%
State,Washington,All,2019-20,14,12.4,9,148,"1,271",> 100%
State,Washington,All,2019-20,15,10,1,120,"1,211",> 100%
State,Washington,All,2019-20,16,8.6,2,64,766,74.3%
State,Washington,All,2019-20,17,3.5,0,12,339,32.9%
State,West Virginia,All,2019-20,40,5.3,0,24,451,> 100%
State,West Virginia,All,2019-20,41,6.8,0,30,442,> 100%
State,West Virginia,All,2019-20,42,5.8,0,26,450,> 100%
State,West Virginia,All,2019-20,43,8.2,0,35,426,98.7%
State,West Virginia,All,2019-20,44,6.1,0,27,446,> 100%
State,West Virginia,All,2019-20,45,6.6,0,29,439,> 100%
State,West Virginia,All,2019-20,46,6.5,0,27,414,95.9%
State,West Virginia,All,2019-20,47,5.9,1,26,460,> 100%
State,West Virginia,All,2019-20,48,7.8,0,33,424,98.3%
State,West Virginia,All,2019-20,49,5.6,0,26,466,> 100%
State,West Virginia,All,2019-20,50,7.4,1,34,475,> 100%
State,West Virginia,All,2019-20,51,6.2,1,28,465,> 100%
State,West Virginia,All,2019-20,52,8.3,1,34,420,97.3%
State,West Virginia,All,2019-20,1,9.6,2,44,480,> 100%
State,West Virginia,All,2019-20,2,8.4,2,38,475,> 100%
State,West Virginia,All,2019-20,3,6.6,2,33,528,> 100%
State,West Virginia,All,2019-20,4,9.3,3,39,452,> 100%
State,West Virginia,All,2019-20,5,6.6,2,29,467,> 100%
State,West Virginia,All,2019-20,6,9.1,5,39,486,> 100%
State,West Virginia,All,2019-20,7,8.6,6,35,478,> 100%
State,West Virginia,All,2019-20,8,8.3,10,29,470,> 100%
State,West Virginia,All,2019-20,9,8.6,1,38,452,> 100%
State,West Virginia,All,2019-20,10,7.2,5,29,469,> 100%
State,West Virginia,All,2019-20,11,9.3,7,35,450,> 100%
State,West Virginia,All,2019-20,12,9.6,10,37,490,> 100%
State,West Virginia,All,2019-20,13,6.2,6,23,465,> 100%
State,West Virginia,All,2019-20,14,8.2,2,30,388,89.9%
State,West Virginia,All,2019-20,15,9.8,1,33,347,80.4%
State,West Virginia,All,2019-20,16,4.4,0,5,114,26.4%
State,West Virginia,All,2019-20,17,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Wisconsin,All,2019-20,40,4.4,1,42,972,> 100%
State,Wisconsin,All,2019-20,41,4,2,41,"1,086",> 100%
State,Wisconsin,All,2019-20,42,4.4,1,47,"1,088",> 100%
State,Wisconsin,All,2019-20,43,5.8,1,62,"1,093",> 100%
State,Wisconsin,All,2019-20,44,5.9,0,63,"1,076",> 100%
State,Wisconsin,All,2019-20,45,4.6,0,50,"1,091",> 100%
State,Wisconsin,All,2019-20,46,5.3,0,55,"1,040",> 100%
State,Wisconsin,All,2019-20,47,4.5,0,48,"1,066",> 100%
State,Wisconsin,All,2019-20,48,5.1,0,53,"1,032",> 100%
State,Wisconsin,All,2019-20,49,4.5,2,48,"1,103",> 100%
State,Wisconsin,All,2019-20,50,4.4,2,47,"1,120",> 100%
State,Wisconsin,All,2019-20,51,6.2,1,65,"1,059",> 100%
State,Wisconsin,All,2019-20,52,4.3,3,44,"1,096",> 100%
State,Wisconsin,All,2019-20,1,5.8,2,63,"1,119",> 100%
State,Wisconsin,All,2019-20,2,6.4,8,61,"1,073",> 100%
State,Wisconsin,All,2019-20,3,4.6,1,52,"1,149",> 100%
State,Wisconsin,All,2019-20,4,5.6,4,57,"1,093",> 100%
State,Wisconsin,All,2019-20,5,5.9,3,67,"1,189",> 100%
State,Wisconsin,All,2019-20,6,5.3,5,51,"1,056",> 100%
State,Wisconsin,All,2019-20,7,7.6,11,75,"1,127",> 100%
State,Wisconsin,All,2019-20,8,6.2,16,56,"1,169",> 100%
State,Wisconsin,All,2019-20,9,5.8,14,52,"1,137",> 100%
State,Wisconsin,All,2019-20,10,6.8,14,62,"1,124",> 100%
State,Wisconsin,All,2019-20,11,7.9,31,57,"1,114",> 100%
State,Wisconsin,All,2019-20,12,8,19,69,"1,100",> 100%
State,Wisconsin,All,2019-20,13,7.3,13,70,"1,130",> 100%
State,Wisconsin,All,2019-20,14,8.4,9,92,"1,207",> 100%
State,Wisconsin,All,2019-20,15,7.3,7,74,"1,116",> 100%
State,Wisconsin,All,2019-20,16,5.9,1,53,917,95.3%
State,Wisconsin,All,2019-20,17,5,0,23,456,47.4%
State,Wyoming,All,2019-20,40,5.2,0,5,96,> 100%
State,Wyoming,All,2019-20,41,3.3,0,3,92,> 100%
State,Wyoming,All,2019-20,42,9.4,0,9,96,> 100%
State,Wyoming,All,2019-20,43,2.8,0,3,108,> 100%
State,Wyoming,All,2019-20,44,9.2,0,9,98,> 100%
State,Wyoming,All,2019-20,45,5.4,0,5,92,> 100%
State,Wyoming,All,2019-20,46,5.9,0,6,102,> 100%
State,Wyoming,All,2019-20,47,7.9,0,7,89,99.2%
State,Wyoming,All,2019-20,48,5.8,0,7,121,> 100%
State,Wyoming,All,2019-20,49,5.9,0,6,101,> 100%
State,Wyoming,All,2019-20,50,5.9,0,6,102,> 100%
State,Wyoming,All,2019-20,51,2.5,0,3,121,> 100%
State,Wyoming,All,2019-20,52,4.4,0,4,90,> 100%
State,Wyoming,All,2019-20,1,6.5,2,8,154,> 100%
State,Wyoming,All,2019-20,2,4.5,0,4,89,99.2%
State,Wyoming,All,2019-20,3,9.7,0,11,113,> 100%
State,Wyoming,All,2019-20,4,2.9,0,3,102,> 100%
State,Wyoming,All,2019-20,5,6.7,1,6,104,> 100%
State,Wyoming,All,2019-20,6,13.3,1,13,105,> 100%
State,Wyoming,All,2019-20,7,8.9,1,7,90,> 100%
State,Wyoming,All,2019-20,8,7.6,1,7,105,> 100%
State,Wyoming,All,2019-20,9,3.7,0,4,109,> 100%
State,Wyoming,All,2019-20,10,14.1,1,11,85,94.7%
State,Wyoming,All,2019-20,11,4,0,4,99,> 100%
State,Wyoming,All,2019-20,12,7.2,1,8,125,> 100%
State,Wyoming,All,2019-20,13,17,3,13,94,> 100%
State,Wyoming,All,2019-20,14,9.8,0,11,112,> 100%
State,Wyoming,All,2019-20,15,8.3,0,8,96,> 100%
State,Wyoming,All,2019-20,16,8.8,0,6,68,75.8%
State,Wyoming,All,2019-20,17,16.7,0,6,36,40.1%
State,New York City,All,2019-20,40,6.4,0,66,"1,025",> 100%
State,New York City,All,2019-20,41,7.6,0,81,"1,068",> 100%
State,New York City,All,2019-20,42,8.7,0,91,"1,045",> 100%
State,New York City,All,2019-20,43,6.2,0,65,"1,045",> 100%
State,New York City,All,2019-20,44,7.5,0,74,983,96.4%
State,New York City,All,2019-20,45,9.1,0,99,"1,091",> 100%
State,New York City,All,2019-20,46,7.1,0,77,"1,085",> 100%
State,New York City,All,2019-20,47,7.1,2,72,"1,044",> 100%
State,New York City,All,2019-20,48,6.9,0,71,"1,024",> 100%
State,New York City,All,2019-20,49,7.5,2,83,"1,137",> 100%
State,New York City,All,2019-20,50,8.6,4,93,"1,123",> 100%
State,New York City,All,2019-20,51,7.4,2,79,"1,098",> 100%
State,New York City,All,2019-20,52,9.4,6,101,"1,144",> 100%
State,New York City,All,2019-20,1,8.7,12,78,"1,032",> 100%
State,New York City,All,2019-20,2,8.7,6,89,"1,086",> 100%
State,New York City,All,2019-20,3,9.8,15,96,"1,130",> 100%
State,New York City,All,2019-20,4,10.2,11,108,"1,164",> 100%
State,New York City,All,2019-20,5,10,19,95,"1,145",> 100%
State,New York City,All,2019-20,6,10.2,16,100,"1,139",> 100%
State,New York City,All,2019-20,7,8.6,12,84,"1,119",> 100%
State,New York City,All,2019-20,8,7.7,10,71,"1,055",> 100%
State,New York City,All,2019-20,9,9,7,92,"1,095",> 100%
State,New York City,All,2019-20,10,9.5,9,94,"1,083",> 100%
State,New York City,All,2019-20,11,9.9,6,104,"1,107",> 100%
State,New York City,All,2019-20,12,12.7,14,160,"1,370",> 100%
State,New York City,All,2019-20,13,23.7,45,589,"2,670",> 100%
State,New York City,All,2019-20,14,32.2,200,"1,652","5,747",> 100%
State,New York City,All,2019-20,15,31.2,302,"1,838","6,858",> 100%
State,New York City,All,2019-20,16,28.4,141,"1,140","4,515",> 100%
State,New York City,All,2019-20,17,24,41,386,"1,778",> 100%
